Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-07-06 00:00:00-04:00,91.4180140877443,92.31305061576107,91.22757537418127,92.09405517578125,200600,0.0,0.0,0.0
2020-07-07 00:00:00-04:00,91.83697599011654,93.06527860136583,91.5989330173433,91.74176025390625,85900,0.0,0.0,0.0
2020-07-08 00:00:00-04:00,91.9226706971496,92.73201531170041,91.26566980011091,92.61775207519531,167700,0.0,0.0,0.0
2020-07-09 00:00:00-04:00,93.07480489099258,93.1509803878349,91.3513760457825,92.71298217773438,89100,0.0,0.0,0.0
2020-07-10 00:00:00-04:00,92.63679813817231,94.36975057680321,92.22736396102077,94.21739959716797,349100,0.0,0.0,0.0
2020-07-13 00:00:00-04:00,95.1029243854765,95.59805782924805,92.15119302197427,92.36067199707031,1250700,0.0,0.0,0.0
2020-07-14 00:00:00-04:00,91.46563370237256,93.27476183080067,90.98954773512807,93.22715759277344,211600,0.0,0.0,0.0
2020-07-15 00:00:00-04:00,93.81748466921961,94.27453032169305,92.92244086806014,93.96031188964844,215600,0.0,0.0,0.0
2020-07-16 00:00:00-04:00,93.25570189370809,94.15073838324709,92.8462677577669,94.10313415527344,135100,0.0,0.0,0.0
2020-07-17 00:00:00-04:00,94.16981605729953,94.16981605729953,92.97007725477201,93.79846954345703,143900,0.0,0.0,0.0
2020-07-20 00:00:00-04:00,93.65562912351507,95.08388698050504,93.12241518154393,94.8934555053711,115000,0.0,0.0,0.0
2020-07-21 00:00:00-04:00,95.55996168445971,95.55996168445971,94.21739596996507,94.5697021484375,118600,0.0,0.0,0.0
2020-07-22 00:00:00-04:00,94.43641345936494,94.59828094595957,93.94128724610621,94.54115295410156,98600,0.0,0.0,0.0
2020-07-23 00:00:00-04:00,94.62683474764762,94.74109798354937,92.4273201241251,92.86531829833984,126100,0.0,0.0,0.0
2020-07-24 00:00:00-04:00,92.303539026535,92.99862039056565,91.96075658842597,92.77962493896484,423100,0.0,0.0,0.0
2020-07-27 00:00:00-04:00,93.08434819448983,93.70326152345588,92.80821740881278,93.52234649658203,102400,0.0,0.0,0.0
2020-07-28 00:00:00-04:00,93.39852816340492,93.81748607909375,92.69392306705994,92.78913879394531,84500,0.0,0.0,0.0
2020-07-29 00:00:00-04:00,93.2081189981534,93.9698595243773,93.09385573987099,93.7413330078125,79600,0.0,0.0,0.0
2020-07-30 00:00:00-04:00,92.93196771650655,94.23644571863116,92.53205729757589,94.13170623779297,100900,0.0,0.0,0.0
2020-07-31 00:00:00-04:00,95.43616662671154,95.43616662671154,93.71273101930255,95.1219482421875,128100,0.0,0.0,0.0
2020-08-03 00:00:00-04:00,95.33147030518873,95.65520532217162,94.7411210063126,95.40763854980469,106600,0.0,0.0,0.0
2020-08-04 00:00:00-04:00,95.39812051546687,96.05511429356201,95.22672925498634,95.87420654296875,115400,0.0,0.0,0.0
2020-08-05 00:00:00-04:00,96.42642789149149,96.53116736294096,95.7218228454172,96.03604125976562,117100,0.0,0.0,0.0
2020-08-06 00:00:00-04:00,95.96939885146499,97.94039423325383,95.74087964814738,97.80709075927734,105200,0.0,0.0,0.0
2020-08-07 00:00:00-04:00,97.67379627685168,99.29248561814596,97.18818656866532,97.89279174804688,125700,0.0,0.0,0.0
2020-08-10 00:00:00-04:00,97.96896857892126,98.70214502776814,96.81684142379999,97.67379760742188,107200,0.0,0.0,0.0
2020-08-11 00:00:00-04:00,97.63570645806792,98.24509588641924,96.25505285907272,96.36931610107422,405300,0.0,0.0,0.0
2020-08-12 00:00:00-04:00,96.92157291941703,98.10226397249008,96.92157291941703,97.36909484863281,170900,0.0,0.0,0.0
2020-08-13 00:00:00-04:00,97.39765658506543,98.35935215974818,97.39765658506543,97.80709075927734,113500,0.0,0.0,0.0
2020-08-14 00:00:00-04:00,97.78804325471242,98.11178545186566,97.55000029911234,97.80709075927734,79000,0.0,0.0,0.0
2020-08-17 00:00:00-04:00,98.14988358885374,98.14988358885374,97.50240639048528,97.82614135742188,211100,0.0,0.0,0.0
2020-08-18 00:00:00-04:00,97.98799899882691,98.92112325256075,97.74995605957935,98.6926040649414,105300,0.0,0.0,0.0
2020-08-19 00:00:00-04:00,98.72119420326143,99.4257994560022,98.1213284526911,98.31175994873047,95500,0.0,0.0,0.0
2020-08-20 00:00:00-04:00,97.98801057555298,99.44483237354427,97.82613583672462,99.349609375,88300,0.0,0.0,0.0
2020-08-21 00:00:00-04:00,99.34961302075655,99.34961302075655,98.69261934655992,98.84496307373047,108600,0.0,0.0,0.0
2020-08-24 00:00:00-04:00,99.50194057360483,100.32080879967626,99.39720110763103,99.9208984375,129600,0.0,0.0,0.0
2020-08-25 00:00:00-04:00,99.99708194230526,100.92068977558726,99.84473822772482,100.77786254882812,103700,0.0,0.0,0.0
2020-08-26 00:00:00-04:00,101.13018387025424,103.95813577811276,101.06353212306041,103.8724365234375,92200,0.0,0.0,0.0
