Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-06 00:00:00-04:00,27.87631241988882,28.033804567057114,27.48672275441386,27.727108001708984,4481450,0.0,0.0
2020-07-07 00:00:00-04:00,27.56961374983132,27.56961374983132,26.993520120561673,27.047401428222656,3758024,0.0,0.0
2020-07-08 00:00:00-04:00,26.96451368002854,27.36239116876906,26.840178743449798,27.146875381469727,3948239,0.0,0.0
2020-07-09 00:00:00-04:00,26.93964363679424,26.95622225847812,25.92837142944336,25.92837142944336,5623667,0.0,0.0
2020-07-10 00:00:00-04:00,26.326247415747467,26.707547788382975,26.218487961753482,26.699256896972656,6243871,0.0,0.0
2020-07-13 00:00:00-04:00,27.17174026150933,27.34995650677633,26.807020040472953,26.86504364013672,7151276,0.0,0.0
2020-07-14 00:00:00-04:00,27.03082315038625,27.80999935905246,26.931354587206194,27.77684211730957,5614488,0.0,0.0
2020-07-15 00:00:00-04:00,28.075248693275295,28.290767585086698,27.85144207272423,28.16642951965332,6038259,0.0,0.0
2020-07-16 00:00:00-04:00,27.851448405615816,27.99651056895526,27.602775380253885,27.75197982788086,3481162,0.0,0.0
2020-07-17 00:00:00-04:00,27.611063252180582,27.751976791717915,27.2048949309547,27.279497146606445,3616908,0.0,0.0
2020-07-20 00:00:00-04:00,27.180031154060742,27.345814222549652,26.807020040472953,26.86504364013672,4428253,0.0,0.0
2020-07-21 00:00:00-04:00,27.229758833744274,28.083622585370907,27.180026135814067,27.710529327392578,6851599,0.0,0.0
2020-07-22 00:00:00-04:00,27.287788942002138,27.287788942002138,26.87747827580866,27.146875381469727,5248364,0.0,0.0
2020-07-23 00:00:00-04:00,26.898197013122868,27.07641323272818,26.72826852282657,26.848461151123047,5887832,0.0,0.0
2020-07-24 00:00:00-04:00,26.77386313954478,27.02253616445962,26.64123731545359,26.765575408935547,4553120,0.0,0.0
2020-07-27 00:00:00-04:00,26.88991009618652,26.914779611886516,26.566634850527915,26.89820098876953,4390806,0.0,0.0
2020-07-28 00:00:00-04:00,26.773861060683686,26.997667714344256,26.534307403883346,26.608078002929688,4301053,0.0,0.0
2020-07-29 00:00:00-04:00,26.82359866352675,26.877476816914808,26.65781559503784,26.86504364013672,6410516,0.0,0.0
